sobreviveu,classe,sexo,idade,irmaos_conjuges,pais_filhos,tarifa,porto embarque,classe_categoria,tipo_pessoa,homem_adulto,deck,cidade_embarque,sobreviveu_categorica,viajava_so
1,3,masculino,20.0,0,0,7.2292,C,Terceira,homem,VERDADEIRO,,Cherbourg,sim,VERDADEIRO
1,1,feminino,36.0,1,2,120.0,S,Primeira,mulher,FALSO,B,Southampton,sim,FALSO
0,3,masculino,16.0,0,0,7775,S,Terceira,homem,VERDADEIRO,,Southampton,nao,VERDADEIRO
1,1,feminino,51.0,1,0,77.9583,S,Primeira,mulher,FALSO,D,Southampton,sim,FALSO
0,1,masculino,,0,0,39.6,C,Primeira,homem,VERDADEIRO,,Cherbourg,nao,VERDADEIRO
0,3,feminino,30.5,0,0,7.75,Q,Terceira,mulher,FALSO,,Queenstown,nao,VERDADEIRO
0,3,masculino,,1,0,24.15,Q,Terceira,homem,VERDADEIRO,,Queenstown,nao,FALSO
0,3,masculino,32.0,0,0,8.3625,S,Terceira,homem,VERDADEIRO,,Southampton,nao,VERDADEIRO
0,3,masculino,24.0,0,0,9.5,S,Terceira,homem,VERDADEIRO,,Southampton,nao,VERDADEIRO
0,3,masculino,48.0,0,0,7.8542,S,Terceira,homem,VERDADEIRO,,Southampton,nao,VERDADEIRO
0,2,feminino,57.0,0,0,10.5,S,Segunda,mulher,FALSO,E,Southampton,nao,VERDADEIRO
0,3,masculino,,0,0,7225,C,Terceira,homem,VERDADEIRO,,Cherbourg,nao,VERDADEIRO
1,2,feminino,54.0,1,3,23.0,S,Segunda,mulher,FALSO,,Southampton,sim,FALSO
0,3,masculino,18.0,0,0,7.75,S,Terceira,homem,VERDADEIRO,,Southampton,nao,VERDADEIRO
0,3,masculino,,0,0,7.75,Q,Terceira,homem,VERDADEIRO,F,Queenstown,nao,VERDADEIRO
1,3,feminino,5.0,0,0,12475,S,Terceira,criança,FALSO,,Southampton,sim,VERDADEIRO
0,3,masculino,,0,0,7.7375,Q,Terceira,homem,VERDADEIRO,,Queenstown,nao,VERDADEIRO
1,1,feminino,43.0,0,1,211.3375,S,Primeira,mulher,FALSO,B,Southampton,sim,FALSO
1,3,feminino,13.0,0,0,7.2292,C,Terceira,criança,FALSO,,Cherbourg,sim,VERDADEIRO
1,1,feminino,17.0,1,0,57.0,S,Primeira,mulher,FALSO,B,Southampton,sim,FALSO
0,1,masculino,29.0,0,0,30.0,S,Primeira,homem,VERDADEIRO,D,Southampton,nao,VERDADEIRO
0,3,masculino,,1,2,23.45,S,Terceira,homem,VERDADEIRO,,Southampton,nao,FALSO
0,3,masculino,25.0,0,0,7.05,S,Terceira,homem,VERDADEIRO,,Southampton,nao,VERDADEIRO
0,3,masculino,25.0,0,0,7.25,S,Terceira,homem,VERDADEIRO,,Southampton,nao,VERDADEIRO
1,3,feminino,18.0,0,0,7.4958,S,Terceira,mulher,FALSO,,Southampton,sim,VERDADEIRO
0,3,masculino,8.0,4,1,29125,Q,Terceira,criança,FALSO,,Queenstown,nao,FALSO
1,3,masculino,1.0,1,2,20575,S,Terceira,criança,FALSO,,Southampton,sim,FALSO
0,1,masculino,46.0,0,0,79.2,C,Primeira,homem,VERDADEIRO,B,Cherbourg,nao,VERDADEIRO
0,3,masculino,,0,0,7.75,Q,Terceira,homem,VERDADEIRO,,Queenstown,nao,VERDADEIRO
0,2,masculino,16.0,0,0,26.0,S,Segunda,homem,VERDADEIRO,,Southampton,nao,VERDADEIRO
0,3,feminino,,8,2,69.55,S,Terceira,mulher,FALSO,,Southampton,nao,FALSO
0,1,masculino,,0,0,30.6958,C,Primeira,homem,VERDADEIRO,,Cherbourg,nao,VERDADEIRO
0,3,masculino,25.0,0,0,7.8958,S,Terceira,homem,VERDADEIRO,,Southampton,nao,VERDADEIRO
0,2,masculino,39.0,0,0,13.0,S,Segunda,homem,VERDADEIRO,,Southampton,nao,VERDADEIRO
1,1,feminino,49.0,0,0,25.9292,S,Primeira,mulher,FALSO,D,Southampton,sim,VERDADEIRO
1,3,feminino,31.0,0,0,8.6833,S,Terceira,mulher,FALSO,,Southampton,sim,VERDADEIRO
0,3,masculino,30.0,0,0,7.2292,C,Terceira,homem,VERDADEIRO,,Cherbourg,nao,VERDADEIRO
0,3,feminino,30.0,1,1,24.15,S,Terceira,mulher,FALSO,,Southampton,nao,FALSO
0,2,masculino,34.0,0,0,13.0,S,Segunda,homem,VERDADEIRO,,Southampton,nao,VERDADEIRO
1,2,feminino,31.0,1,1,26.25,S,Segunda,mulher,FALSO,,Southampton,sim,FALSO
1,1,masculino,11.0,1,2,120.0,S,Primeira,criança,FALSO,B,Southampton,sim,FALSO
1,3,masculino,0.42,0,1,8.5167,C,Terceira,criança,FALSO,,Cherbourg,sim,FALSO
1,3,masculino,27.0,0,0,6975,S,Terceira,homem,VERDADEIRO,,Southampton,sim,VERDADEIRO
0,3,masculino,31.0,0,0,7775,S,Terceira,homem,VERDADEIRO,,Southampton,nao,VERDADEIRO
0,1,masculino,39.0,0,0,0.0,S,Primeira,homem,VERDADEIRO,A,Southampton,nao,VERDADEIRO
0,3,feminino,18.0,0,0,7775,S,Terceira,mulher,FALSO,,Southampton,nao,VERDADEIRO
0,2,masculino,39.0,0,0,13.0,S,Segunda,homem,VERDADEIRO,,Southampton,nao,VERDADEIRO
1,1,feminino,33.0,1,0,53.1,S,Primeira,mulher,FALSO,E,Southampton,sim,FALSO
0,3,masculino,26.0,0,0,7.8875,S,Terceira,homem,VERDADEIRO,,Southampton,nao,VERDADEIRO
0,3,masculino,39.0,0,0,24.15,S,Terceira,homem,VERDADEIRO,,Southampton,nao,VERDADEIRO
0,2,masculino,35.0,0,0,10.5,S,Segunda,homem,VERDADEIRO,,Southampton,nao,VERDADEIRO
0,3,feminino,6.0,4,2,31275,S,Terceira,criança,FALSO,,Southampton,nao,FALSO
0,3,masculino,30.5,0,0,8.05,S,Terceira,homem,VERDADEIRO,,Southampton,nao,VERDADEIRO
0,1,masculino,,0,0,0.0,S,Primeira,homem,VERDADEIRO,B,Southampton,nao,VERDADEIRO
0,3,feminino,23.0,0,0,7925,S,Terceira,mulher,FALSO,,Southampton,nao,VERDADEIRO
0,2,masculino,31.0,1,1,37.0042,C,Segunda,homem,VERDADEIRO,,Cherbourg,nao,FALSO
0,3,masculino,43.0,0,0,6.45,S,Terceira,homem,VERDADEIRO,,Southampton,nao,VERDADEIRO
0,3,masculino,10.0,3,2,27.9,S,Terceira,criança,FALSO,,Southampton,nao,FALSO
1,1,feminino,52.0,1,1,93.5,S,Primeira,mulher,FALSO,B,Southampton,sim,FALSO
1,3,masculino,27.0,0,0,8.6625,S,Terceira,homem,VERDADEIRO,,Southampton,sim,VERDADEIRO
0,1,masculino,38.0,0,0,0.0,S,Primeira,homem,VERDADEIRO,,Southampton,nao,VERDADEIRO
1,3,feminino,27.0,0,1,12475,S,Terceira,mulher,FALSO,E,Southampton,sim,FALSO
0,3,masculino,2.0,4,1,39.6875,S,Terceira,criança,FALSO,,Southampton,nao,FALSO
0,3,masculino,,0,0,6.95,Q,Terceira,homem,VERDADEIRO,,Queenstown,nao,VERDADEIRO
0,3,masculino,,0,0,56.4958,S,Terceira,homem,VERDADEIRO,,Southampton,nao,VERDADEIRO
1,2,masculino,1.0,0,2,37.0042,C,Segunda,criança,FALSO,,Cherbourg,sim,FALSO
1,3,masculino,,0,0,7.75,Q,Terceira,homem,VERDADEIRO,,Queenstown,sim,VERDADEIRO
1,1,feminino,62.0,0,0,80.0,,Primeira,mulher,FALSO,B,,sim,VERDADEIRO
1,3,feminino,15.0,1,0,14.4542,C,Terceira,criança,FALSO,,Cherbourg,sim,FALSO
1,2,masculino,0.83,1,1,18.75,S,Segunda,criança,FALSO,,Southampton,sim,FALSO
0,3,masculino,,0,0,7.2292,C,Terceira,homem,VERDADEIRO,,Cherbourg,nao,VERDADEIRO
0,3,masculino,23.0,0,0,7.8542,S,Terceira,homem,VERDADEIRO,,Southampton,nao,VERDADEIRO
0,3,masculino,18.0,0,0,8.3,S,Terceira,homem,VERDADEIRO,,Southampton,nao,VERDADEIRO
1,1,feminino,39.0,1,1,83.1583,C,Primeira,mulher,FALSO,E,Cherbourg,sim,FALSO
0,3,masculino,21.0,0,0,8.6625,S,Terceira,homem,VERDADEIRO,,Southampton,nao,VERDADEIRO
0,3,masculino,,0,0,8.05,S,Terceira,homem,VERDADEIRO,,Southampton,nao,VERDADEIRO
1,3,masculino,32.0,0,0,56.4958,S,Terceira,homem,VERDADEIRO,,Southampton,sim,VERDADEIRO
1,1,masculino,,0,0,29.7,C,Primeira,homem,VERDADEIRO,C,Cherbourg,sim,VERDADEIRO
0,3,masculino,20.0,0,0,7925,S,Terceira,homem,VERDADEIRO,,Southampton,nao,VERDADEIRO
0,2,masculino,16.0,0,0,10.5,S,Segunda,homem,VERDADEIRO,,Southampton,nao,VERDADEIRO
1,1,feminino,30.0,0,0,31.0,C,Primeira,mulher,FALSO,,Cherbourg,sim,VERDADEIRO
0,3,masculino,34.5,0,0,6.4375,C,Terceira,homem,VERDADEIRO,,Cherbourg,nao,VERDADEIRO
0,3,masculino,17.0,0,0,8.6625,S,Terceira,homem,VERDADEIRO,,Southampton,nao,VERDADEIRO
0,3,masculino,42.0,0,0,7.55,S,Terceira,homem,VERDADEIRO,,Southampton,nao,VERDADEIRO
0,3,masculino,,8,2,69.55,S,Terceira,homem,VERDADEIRO,,Southampton,nao,FALSO
0,3,masculino,35.0,0,0,7.8958,C,Terceira,homem,VERDADEIRO,,Cherbourg,nao,VERDADEIRO
0,2,masculino,28.0,0,1,33.0,S,Segunda,homem,VERDADEIRO,,Southampton,nao,FALSO
1,1,feminino,,1,0,89.1042,C,Primeira,mulher,FALSO,C,Cherbourg,sim,FALSO
0,3,masculino,4.0,4,2,31275,S,Terceira,criança,FALSO,,Southampton,nao,FALSO
0,3,masculino,74.0,0,0,7775,S,Terceira,homem,VERDADEIRO,,Southampton,nao,VERDADEIRO
0,3,feminino,9.0,1,1,15.2458,C,Terceira,criança,FALSO,,Cherbourg,nao,FALSO
1,1,feminino,16.0,0,1,39.4,S,Primeira,mulher,FALSO,D,Southampton,sim,FALSO
0,2,feminino,44.0,1,0,26.0,S,Segunda,mulher,FALSO,,Southampton,nao,FALSO
1,3,feminino,18.0,0,1,9.35,S,Terceira,mulher,FALSO,,Southampton,sim,FALSO
1,1,feminino,45.0,1,1,164.8667,S,Primeira,mulher,FALSO,,Southampton,sim,FALSO
1,1,masculino,51.0,0,0,26.55,S,Primeira,homem,VERDADEIRO,E,Southampton,sim,VERDADEIRO
1,3,feminino,24.0,0,3,19.2583,C,Terceira,mulher,FALSO,,Cherbourg,sim,FALSO
0,3,masculino,,0,0,7.2292,C,Terceira,homem,VERDADEIRO,,Cherbourg,nao,VERDADEIRO
0,3,masculino,41.0,2,0,14.1083,S,Terceira,homem,VERDADEIRO,,Southampton,nao,FALSO
0,2,masculino,21.0,1,0,11.5,S,Segunda,homem,VERDADEIRO,,Southampton,nao,FALSO
1,1,feminino,48.0,0,0,25.9292,S,Primeira,mulher,FALSO,D,Southampton,sim,VERDADEIRO
0,3,feminino,,8,2,69.55,S,Terceira,mulher,FALSO,,Southampton,nao,FALSO
0,2,masculino,24.0,0,0,13.0,S,Segunda,homem,VERDADEIRO,,Southampton,nao,VERDADEIRO
1,2,feminino,42.0,0,0,13.0,S,Segunda,mulher,FALSO,,Southampton,sim,VERDADEIRO
1,2,feminino,27.0,1,0,13.8583,C,Segunda,mulher,FALSO,,Cherbourg,sim,FALSO
0,1,masculino,31.0,0,0,50.4958,S,Primeira,homem,VERDADEIRO,A,Southampton,nao,VERDADEIRO
0,3,masculino,,0,0,9.5,S,Terceira,homem,VERDADEIRO,,Southampton,nao,VERDADEIRO
1,3,masculino,4.0,1,1,11.1333,S,Terceira,criança,FALSO,,Southampton,sim,FALSO
0,3,masculino,26.0,0,0,7.8958,S,Terceira,homem,VERDADEIRO,,Southampton,nao,VERDADEIRO
1,1,feminino,47.0,1,1,52.5542,S,Primeira,mulher,FALSO,D,Southampton,sim,FALSO
0,1,masculino,33.0,0,0,5.0,S,Primeira,homem,VERDADEIRO,B,Southampton,nao,VERDADEIRO
0,3,masculino,47.0,0,0,9.0,S,Terceira,homem,VERDADEIRO,,Southampton,nao,VERDADEIRO
1,2,feminino,28.0,1,0,24.0,C,Segunda,mulher,FALSO,,Cherbourg,sim,FALSO
1,3,feminino,15.0,0,0,7225,C,Terceira,criança,FALSO,,Cherbourg,sim,VERDADEIRO
0,3,masculino,20.0,0,0,9.8458,S,Terceira,homem,VERDADEIRO,,Southampton,nao,VERDADEIRO
0,3,masculino,19.0,0,0,7.8958,S,Terceira,homem,VERDADEIRO,,Southampton,nao,VERDADEIRO
0,3,masculino,,0,0,7.8958,S,Terceira,homem,VERDADEIRO,,Southampton,nao,VERDADEIRO
1,1,feminino,56.0,0,1,83.1583,C,Primeira,mulher,FALSO,C,Cherbourg,sim,FALSO
1,2,feminino,25.0,0,1,26.0,S,Segunda,mulher,FALSO,,Southampton,sim,FALSO
0,3,masculino,33.0,0,0,7.8958,S,Terceira,homem,VERDADEIRO,,Southampton,nao,VERDADEIRO
0,3,feminino,22.0,0,0,10.5167,S,Terceira,mulher,FALSO,,Southampton,nao,VERDADEIRO
0,2,masculino,28.0,0,0,10.5,S,Segunda,homem,VERDADEIRO,,Southampton,nao,VERDADEIRO
0,3,masculino,25.0,0,0,7.05,S,Terceira,homem,VERDADEIRO,,Southampton,nao,VERDADEIRO
0,3,feminino,39.0,0,5,29125,Q,Terceira,mulher,FALSO,,Queenstown,nao,FALSO
0,2,masculino,27.0,0,0,13.0,S,Segunda,homem,VERDADEIRO,,Southampton,nao,VERDADEIRO
1,1,feminino,19.0,0,0,30.0,S,Primeira,mulher,FALSO,B,Southampton,sim,VERDADEIRO
0,3,feminino,,1,2,23.45,S,Terceira,mulher,FALSO,,Southampton,nao,FALSO
1,1,masculino,26.0,0,0,30.0,C,Primeira,homem,VERDADEIRO,C,Cherbourg,sim,VERDADEIRO
0,3,masculino,32.0,0,0,7.75,Q,Terceira,homem,VERDADEIRO,,Queenstown,nao,VERDADEIRO
